"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"Sp-vnk-waTvKblG_88M4TA","144 Orchard St","Italian","{""latitude"":{""N"":""40.72043""},""longitude"":{""N"":""-73.98894""}}","2021-10-12 15:30:13","Trapizzino","4.5","4.5","10002"
"n_NIY1KTi-R5DPkduEUKIw","513 W 27th St","Italian","{""latitude"":{""N"":""40.7507476806641""},""longitude"":{""N"":""-74.0030212402344""}}","2021-10-12 15:30:48","Ovest Pizzoteca by Luzzo's","4","4","10001"
"PajKY49h4SpvSr-TW3lwCQ","29 7th Ave S","Italian","{""latitude"":{""N"":""40.7309471231405""},""longitude"":{""N"":""-74.0041171779098""}}","2021-10-12 15:30:13","Rafele Ristorante","4","4","10014"
"16ZnHpuaaBt92XWeJHCC5A","3 Greenwich Ave","Italian","{""latitude"":{""N"":""40.733798036104304""},""longitude"":{""N"":""-73.99977392649927""}}","2021-10-12 15:28:41","Olio e Piú","4.5","4.5","10014"
"jDIVPYpxQAk1HUAi0NIlQw","1375 Avenue Of The Americas","Italian","{""latitude"":{""N"":""40.7635099""},""longitude"":{""N"":""-73.978""}}","2021-10-12 15:30:12","Pazza Notte","4","4","10019"
"RPP_wHhM8yZYIP5W-YHk6Q","2791 Broadway","Italian","{""latitude"":{""N"":""40.80284""},""longitude"":{""N"":""-73.968119""}}","2021-10-12 15:30:12","Fumo","4","4","10025"
"kr5fRwdHtVwPPwSJxm9Fkg","190 E 2nd St","Italian","{""latitude"":{""N"":""40.72238""},""longitude"":{""N"":""-73.98403""}}","2021-10-12 15:29:44","Il Posto Accanto","4.5","4.5","10009"
"C8Ctyq7pXOPESK8cz_X2CA","229 Columbus Ave","Italian","{""latitude"":{""N"":""40.776398""},""longitude"":{""N"":""-73.979288""}}","2021-10-12 15:30:13","Pomodoro Rosso","4","4","10023"
"JOvcJqD5eCFrGjFa6k7vpQ","318 W 23rd St","Italian","{""latitude"":{""N"":""40.7454863""},""longitude"":{""N"":""-73.9993392""}}","2021-10-12 15:30:14","Zia Maria - Chelsea","4","4","10011"
"bW3mY-voyav37nU0uaLmNQ","79-81 Macdougal St","Italian","{""latitude"":{""N"":""40.72879""},""longitude"":{""N"":""-74.00165""}}","2021-10-12 15:31:16","Dante","4","4","10012"
"3n96VKiKG5Tte8z-U-TaLg","40-01 Queens Blvd","Italian","{""latitude"":{""N"":""40.7439934462309""},""longitude"":{""N"":""-73.9240421354771""}}","2021-10-12 15:31:15","SoleLuna Restaurant","4.5","4.5","11104"
"gqTikTCIS01E2m20PzHoDQ","163 1st Ave","Italian","{""latitude"":{""N"":""40.72896""},""longitude"":{""N"":""-73.98454""}}","2021-10-12 15:30:48","Tarallucci e Vino - East Village","4","4","10003"
"xKIv_b2L2pUHmsoJ-xOepg","22 Warren St","Italian","{""latitude"":{""N"":""40.7142052394856""},""longitude"":{""N"":""-74.0077535494539""}}","2021-10-12 15:31:15","Gran Morsi","4.5","4.5","10007"
