"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"Hh9glEE_xDYT_pPUsRPXlA","45-40 Center Blvd","Brazilian","{""latitude"":{""N"":""40.748216""},""longitude"":{""N"":""-73.956973""}}","2021-10-12 16:10:11","Blend on the Water","4","4","11109"
"dqXZa8fcvHsFvtZVtwRNkA","56 9th Ave","Brazilian","{""latitude"":{""N"":""40.74121""},""longitude"":{""N"":""-74.00477""}}","2021-10-12 16:10:16","Old Homestead Steak House","3.5","3.5","10011"
"74mcn2j23WUVT_KCMX3VLg","1 Merchant St","Brazilian","{""latitude"":{""N"":""40.72961""},""longitude"":{""N"":""-74.1544399""}}","2021-10-12 16:10:16","Boi Na Brasa","3","3","07105"
"d61Ejg_qQGTATqh67c912g","13840 101st Ave","Brazilian","{""latitude"":{""N"":""40.694454""},""longitude"":{""N"":""-73.809419""}}","2021-10-12 16:10:15","O Lavrador","4","4","11435"
"RC_1OpTo45TVewr5m7jgBQ","3086  51st St","Brazilian","{""latitude"":{""N"":""40.757503""},""longitude"":{""N"":""-73.907773""}}","2021-10-12 16:09:59","Rice X Beans","4.5","4.5","11377"
"ZZkWHvDoDK_vXLTf7FmdYA","63-54 Woodhaven Blvd","Brazilian","{""latitude"":{""N"":""40.7230342943081""},""longitude"":{""N"":""-73.8683484122157""}}","2021-10-12 16:10:16","Parceros Bakery","4","4","11374"
"TYKqS9eoC4xiixTNP_xsMQ","26 Little West 12th St","Brazilian","{""latitude"":{""N"":""40.73988""},""longitude"":{""N"":""-74.0072""}}","2021-10-12 16:10:11","STK Steakhouse Downtown NYC","3.5","3.5","10014"
"f5rOeZf2LuJB_5q4SmSSVg","440 Ridge Rd","Brazilian","{""latitude"":{""N"":""40.7940476962049""},""longitude"":{""N"":""-74.1286155587998""}}","2021-10-12 16:10:11","Brazilian Spices Steakhouse & Pizza","3","3","07031"
"5dASGzbYSCTGkuitl0Wgrw","89-1 37th Ave","Brazilian","{""latitude"":{""N"":""40.7504654630586""},""longitude"":{""N"":""-73.8776680827141""}}","2021-10-12 16:10:16","La Gata Golosa Bakery & Restaurant","2.5","2.5","11372"
"LvzN8TrUGJRj_UkJV0cAtQ","765 9th Ave","Brazilian","{""latitude"":{""N"":""40.76441""},""longitude"":{""N"":""-73.9885""}}","2021-10-12 16:09:59","Empanada Mama - Hell's Kitchen","4","4","10019"
"aX_QoLQab0UXhI_TtAv0Mg","215 Manor Ave","Brazilian","{""latitude"":{""N"":""40.745587""},""longitude"":{""N"":""-74.148878""}}","2021-10-12 16:10:22","Vinnie's All-Star Bar & Grill","5","5","07029"
"L3L6xDdrS8c67BLZROg79A","797 3rd Ave","Brazilian","{""latitude"":{""N"":""40.75526""},""longitude"":{""N"":""-73.9709472466553""}}","2021-10-12 16:10:10","Smith & Wollensky","3.5","3.5","10022"
"xe9qWNyYmsRvNGRPgW-ZcA","17 E 32nd St","Brazilian","{""latitude"":{""N"":""40.746826""},""longitude"":{""N"":""-73.98448""}}","2021-10-12 16:10:06","Dons Bogam BBQ & Wine Bar","4","4","10016"
"BK2g4QIC1oveDaGf660_lA","10 Sussex St","Brazilian","{""latitude"":{""N"":""40.879572""},""longitude"":{""N"":""-74.0447533569809""}}","2021-10-12 16:09:59","Choripan Rodizio Too","4.5","4.5","07601"
"rEGup-WD43G2mhZOX83M5A","384 Walnut St","Brazilian","{""latitude"":{""N"":""40.72512""},""longitude"":{""N"":""-74.157249""}}","2021-10-12 16:10:22","Pulaski Barbeque","4.5","4.5","07105"
"5k0kwGzO-zpDzDi3782FIw","266 Ferry St","Brazilian","{""latitude"":{""N"":""40.72869""},""longitude"":{""N"":""-74.1525""}}","2021-10-12 16:10:15","Altas Horas","4","4","07105"
"dc3hkLkAqCSxDWQzrx-g9A","57 W 57th St","Brazilian","{""latitude"":{""N"":""40.7644044527436""},""longitude"":{""N"":""-73.9767805051616""}}","2021-10-12 16:10:16","Quality Italian","4","4","10019"
"hk3ohp_A4L4UgWTexDxf_Q","228 W 52nd St","Brazilian","{""latitude"":{""N"":""40.762876""},""longitude"":{""N"":""-73.983837""}}","2021-10-12 16:10:10","Gallaghers Steakhouse","4","4","10019"
"AgAkUVLN_axMY-bzbNCfCw","111 Avenue A","Brazilian","{""latitude"":{""N"":""40.7262""},""longitude"":{""N"":""-73.9836""}}","2021-10-12 16:09:59","Yuca Bar","4","4","10009"
"gfQ-r520Oav74_dXUdgj7Q","352 Broadway","Brazilian","{""latitude"":{""N"":""40.7169132""},""longitude"":{""N"":""-74.0037184""}}","2021-10-12 16:10:16","Mr Skewer & Co","2","2","10011"
"jKaR8TTkLBAFmMIsKU786g","1746 First Ave","Brazilian","{""latitude"":{""N"":""40.77959""},""longitude"":{""N"":""-73.947""}}","2021-10-12 16:09:59","Pio Pio 3","4","4","10128"
