"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"UaQF4mv6hVjiegkwUvQeMQ","236 8th Ave","Chinese","{""latitude"":{""N"":""40.744624""},""longitude"":{""N"":""-73.998649""}}","2021-10-12 14:15:57","Dim Sum Chelsea","4.5","4.5","10011"
"Nt3Y26a6OMtdBe8xMMJjqQ","930 2nd Ave","Chinese","{""latitude"":{""N"":""40.754463""},""longitude"":{""N"":""-73.968518""}}","2021-10-12 14:17:44","Mee Noodle Shop & Grill","3.5","3.5","10022"
"e-6UcplEErq2Hj14-eiM6Q","1759 Lexington Ave","Chinese","{""latitude"":{""N"":""40.794303""},""longitude"":{""N"":""-73.944572""}}","2021-10-12 14:26:55","China King","3.5","3.5","10029"
"sfsjk1h50ooC2ioY7m48gw","1420 3rd Ave","Chinese","{""latitude"":{""N"":""40.77544""},""longitude"":{""N"":""-73.95686""}}","2021-10-12 14:15:57","Pig Heaven","4","4","10028"
"K0qsGnFv-edPDqVBdLCocQ","39-20 47th Ave","Chinese","{""latitude"":{""N"":""40.74166""},""longitude"":{""N"":""-73.92577""}}","2021-10-12 14:25:59","China Garden","4","4","11104"
"HR_a2QSA_KJZIakufAJUmg","21 W 39th St","Chinese","{""latitude"":{""N"":""40.75226532620614""},""longitude"":{""N"":""-73.98361050137848""}}","2021-10-12 14:25:58","Szechuan Gourmet","4.5","4.5","10018"
"2gN-_bQ85IY6JGlYt9Q-wg","570 Lexington Ave","Chinese","{""latitude"":{""N"":""40.7571123469516""},""longitude"":{""N"":""-73.9720489829779""}}","2021-10-12 14:26:56","Destination Dumplings","4.5","4.5","10022"
"hNFe8WhCibrqT4sFcZmAgw","65 Bayard St","Chinese","{""latitude"":{""N"":""40.71542""},""longitude"":{""N"":""-73.99813""}}","2021-10-12 14:26:54","Kong Sihk Tong 港食堂","4","4","10013"
"pBNMZp_tKCAfRNx7-ybcHQ","461 W 23rd St","Chinese","{""latitude"":{""N"":""40.74769301""},""longitude"":{""N"":""-74.00350737""}}","2021-10-12 14:17:56","Calle Dao - Chelsea","4.5","4.5","10011"
"3NYQQckItp9l7GDzALw79w","1097 2nd Ave","Chinese","{""latitude"":{""N"":""40.759891""},""longitude"":{""N"":""-73.965187""}}","2021-10-12 14:17:45","Lin's Gourmet","3.5","3.5","10022"
"MYPes7EWP5aLiVG1Z_9eFQ","380 Amsterdam Ave","Chinese","{""latitude"":{""N"":""40.7827096147799""},""longitude"":{""N"":""-73.9789128775797""}}","2021-10-12 14:19:20","Jing Fong","3","3","10024"
"BCkyeKuJl009EtwPBvVhzA","20 Cornelia St","Chinese","{""latitude"":{""N"":""40.73138""},""longitude"":{""N"":""-74.00206""}}","2021-10-12 14:26:56","Silver Apricot","4.5","4.5","10014"
"smxIke5NSkMIExa6jLVw-g","422 Amsterdam Ave","Chinese","{""latitude"":{""N"":""40.78411""},""longitude"":{""N"":""-73.977964""}}","2021-10-12 14:17:43","Joe's Steam Rice Roll","4.5","4.5","10024"
"lynQoI3w_pzYfHGeuUU-Qg","295 Grand St","Chinese","{""latitude"":{""N"":""40.7174109""},""longitude"":{""N"":""-73.9920876""}}","2021-10-12 14:15:56","Shu Jiao Fu Zhou Cuisine Restaurant","4.5","4.5","10002"
"zYoL-o9YJpGTwJ-Gmj8AFA","49 W 20th St","Chinese","{""latitude"":{""N"":""40.7409694""},""longitude"":{""N"":""-73.9934031""}}","2021-10-12 14:25:56","Jue Lan Club","3.5","3.5","10011"
"mUl0wtO7tPkBocuJqZ-7Dw","320 Lexington Ave","Chinese","{""latitude"":{""N"":""40.74922""},""longitude"":{""N"":""-73.97785""}}","2021-10-12 14:15:57","Dun Huang -  Grand Central","4.5","4.5","10016"
"qrncvjkiKN5Z-JC06ygy6A","731 Lexington Ave","Chinese","{""latitude"":{""N"":""40.761551""},""longitude"":{""N"":""-73.967443""}}","2021-10-12 14:17:42","Hutong","3.5","3.5","10022"
"KHdYPT0jUnUGdHGaY73mxg","224 E 51st St","Chinese","{""latitude"":{""N"":""40.7559139831703""},""longitude"":{""N"":""-73.9693867939228""}}","2021-10-12 14:26:57","Sukhumvit 51","4","4","10022"
"l7G5tDA96xbA_bx1ZgkOeg","132 W 31st St","Chinese","{""latitude"":{""N"":""40.74839""},""longitude"":{""N"":""-73.99062""}}","2021-10-12 14:25:57","ICHIRAN Midtown","4","4","10001"
"SBJHGtqJyfaU47NPjGAU6A","1643 2nd Ave","Chinese","{""latitude"":{""N"":""40.777392""},""longitude"":{""N"":""-73.952329""}}","2021-10-12 14:25:59","China Jade","3.5","3.5","10028"
"1jAB_uaI8-P_wSqOo2S3KQ","495 3rd Ave","Chinese","{""latitude"":{""N"":""40.745234""},""longitude"":{""N"":""-73.97812""}}","2021-10-12 14:15:56","Mazu Szechuan","4.5","4.5","10016"
"Va_mnsEvBghHXvc7uZIWJQ","182 Lexington Ave","Chinese","{""latitude"":{""N"":""40.744722""},""longitude"":{""N"":""-73.981202""}}","2021-10-12 14:26:07","Spice Symphony","4","4","10016"
"g512kssHLLTdDbUJHTmJFw","224 W 35th St","Chinese","{""latitude"":{""N"":""40.75202""},""longitude"":{""N"":""-73.99121""}}","2021-10-12 14:19:20","Stick To My Pot Potsticker","4.5","4.5","10001"
"JaKLZrh1Y_2qB_0Gc3bk3A","411 W 42nd St","Chinese","{""latitude"":{""N"":""40.75884""},""longitude"":{""N"":""-73.99319""}}","2021-10-12 14:17:44","Ollie's Sichuan","3.5","3.5","10036"
"Ece_DRuD1yQjRPJBAebRpw","146 E 55th St","Chinese","{""latitude"":{""N"":""40.7592514705491""},""longitude"":{""N"":""-73.9694294705987""}}","2021-10-12 14:15:56","Kung Fu Little Steamed Buns Ramen","3.5","3.5","10022"
"TzhAlljC_843JO7UDDUIaQ","920 Amsterdam Ave","Chinese","{""latitude"":{""N"":""40.80006""},""longitude"":{""N"":""-73.96639""}}","2021-10-12 14:15:57","The Tang - Upper West Side","4.5","4.5","10025"
"s5JNxy0eAFgxS2Poi73ODw","41 W 46th St","Chinese","{""latitude"":{""N"":""40.756899""},""longitude"":{""N"":""-73.980586""}}","2021-10-12 14:16:04","Mala Project","4","4","10036"
"5TnBfeoBpxPPwIXMGBMasg","37 1st Ave","Chinese","{""latitude"":{""N"":""40.7242""},""longitude"":{""N"":""-73.98801""}}","2021-10-12 14:25:58","New Double Dragon","4","4","10003"
"WVsPyl-DGRu0O_rQYdIMVQ","47 W 39th St","Chinese","{""latitude"":{""N"":""40.75266""},""longitude"":{""N"":""-73.98459""}}","2021-10-12 14:25:58","The Best Sichuan","4","4","10018"
"6wJOojpF2c4lLeBNbTBB0A","614 Manhattan Ave","Chinese","{""latitude"":{""N"":""40.7234929271998""},""longitude"":{""N"":""-73.9503321851175""}}","2021-10-12 14:19:19","Baoburg","4","4","11222"
"CgsvKB65PZrZV8AhnD-wnw","141 E 55th St","Chinese","{""latitude"":{""N"":""40.75947""},""longitude"":{""N"":""-73.96942""}}","2021-10-12 14:17:44","King Jade Garden","3.5","3.5","10022"
"v0opDMezc6pKgdfR22KUnQ","18 W 38th St","Chinese","{""latitude"":{""N"":""40.75128""},""longitude"":{""N"":""-73.98376""}}","2021-10-12 14:15:57","Da Tang Szechuan","4.5","4.5","10018"
"7wrFd9tnIBMClzDnrWdSNw","450 60th St","Chinese","{""latitude"":{""N"":""40.7885757502878""},""longitude"":{""N"":""-74.0158536518411""}}","2021-10-12 14:26:54","Chinatown Kitchen","4.5","4.5","07093"
"LT0yyLNM84EiJj9DL0rfHA","314 E 70th St","Chinese","{""latitude"":{""N"":""40.76701""},""longitude"":{""N"":""-73.95846""}}","2021-10-12 14:15:57","Hui Restaurant & Bar","4.5","4.5","10021"
"2UmeXoBQ6zRNn0Zv_VcAjw","133-42 39th Ave","Chinese","{""latitude"":{""N"":""40.759239""},""longitude"":{""N"":""-73.83256""}}","2021-10-12 14:25:59","JiangNan 江南食府","4.5","4.5","11354"
"BkXb82Y2OIsQ5RpNNQOYmQ","192 Union Ave","Chinese","{""latitude"":{""N"":""40.7061859""},""longitude"":{""N"":""-73.9501435""}}","2021-10-12 14:26:54","China Express","4","4","11211"
"Kqb7MjTPNkjPMoFRd-rWpw","122 1st Ave","Chinese","{""latitude"":{""N"":""40.72713""},""longitude"":{""N"":""-73.98542""}}","2021-10-12 14:16:04","MáLà Project","4","4","10009"
"f7jZvRH-h76F4emzvKytaQ","4906 Vernon Blvd","Chinese","{""latitude"":{""N"":""40.743232""},""longitude"":{""N"":""-73.954254""}}","2021-10-12 14:25:58","Tuk Tuk","4","4","11101"
"ItZ8CzZAGXGjB8_9HxDIXg","172 8th Ave","Chinese","{""latitude"":{""N"":""40.74256""},""longitude"":{""N"":""-74.00026""}}","2021-10-12 14:26:55","Grand Sichuan Eastern","3","3","10011"
"bVkjBJlAIwKAj9Aw1KVWjA","334 W 46th St","Chinese","{""latitude"":{""N"":""40.76015""},""longitude"":{""N"":""-73.9893699""}}","2021-10-12 14:15:56","Dim Sum Palace","4","4","10036"
"QaolMEijS7L6eodSneOdng","467 Columbus Ave","Chinese","{""latitude"":{""N"":""40.78412""},""longitude"":{""N"":""-73.97368""}}","2021-10-12 14:17:43","Tri Dim West","4","4","10024"
"Pr-q47vsmM4aoc2t_Sfk8w","10 Columbus Cir","Chinese","{""latitude"":{""N"":""40.76802583631109""},""longitude"":{""N"":""-73.9829243""}}","2021-10-12 14:19:20","Momofuku Noodle Bar - Uptown","4","4","10019"
"8DV1myPrW7SePZOK46IjLQ","171 Hester St","Chinese","{""latitude"":{""N"":""40.71785""},""longitude"":{""N"":""-73.9968""}}","2021-10-12 14:26:54","Lady Chow's Kitchen","4.5","4.5","10013"
"xm_-5QZFzJidiUO--PgOYg","60 W 56th St","Chinese","{""latitude"":{""N"":""40.76329""},""longitude"":{""N"":""-73.97711""}}","2021-10-12 14:19:20","Bites of Xi'an","5","5","10019"
"CgYWuNH0UHd5vp2vGgKflw","605 3rd Ave","Chinese","{""latitude"":{""N"":""40.74909""},""longitude"":{""N"":""-73.9754""}}","2021-10-12 14:25:58","wagamama - murray hill","4","4","10158"
